96500 98888
1 127486428 623199337
1 83263563 44344075
1 165556788 167107982
1 715859460 246553726
1 974960181 648514035
1 904530532 200892789
1 562937154 619282243
1 339439319 33046579
1 415948021 779117962
1 910729447 513863560
1 500233632 28175019
1 460614618 664315869
1 78738301 504698355
1 636072860 302963254
1 686800194 326257933
1 870418155 252306299
1 392030251 165578139
1 670203821 563891032
1 221292555 969778928
1 687489211 169148417
1 682047021 689552839
1 536657926 178444882
1 179848103 197575792
1 746936118 358913442
1 634647098 109985084
2 71103726 477888659
1 394200292 337256649
1 387352130 997293431
1 400753999 963744201
1 149640389 95645864
1 156996185 170457710
1 312135180 900904286
1 541820199 41421313
1 79826305 610912407
1 952414805 685501475
1 697323766 895252061
1 166896381 413832485
1 586324742 350461289
1 685480367 411740592
1 633027846 457999062
1 568288201 5510929
1 883204256 606962528
1 899590796 137633492
1 548180437 563759029
1 547045316 606111783
1 958844990 590459842
1 297173351 338525913
1 772030334 210606942
1 990939885 990964710
1 174663808 111959254
1 974936390 248658698
1 602682261 747881375
1 8882225 107183932
1 37092393 434570099
1 629474132 860269980
1 113109714 304914181
1 183376394 368020513
1 582683949 643700523
1 47286106 168634152
1 771974187 621449382
1 632184463 522667932
1 829246031 762152565
1 348062971 941877747
1 163181798 52840345
1 535127275 222597289
1 89604076 589668785
1 537530096 597599121
1 229735827 787425661
1 664537426 611049313
1 168408412 56733738
1 879639152 817801716
1 851830568 235860405
1 113663760 672325646
1 830572338 785579266
1 130506961 849689940
1 676671315 888880340
1 127537433 918913881
1 168142880 681883286
1 455769121 37447798
1 116159102 16370769
1 906168667 815740323
1 689236408 262495916
1 709572844 814097317
1 883616613 94995686
1 208494244 262425582
1 306664558 943452084
1 748227716 946469627
1 909317200 400548348
1 897270595 589699509
1 485626362 484407534
1 557810065 140621878
1 178221073 769369993
1 614415552 380807688
1 280459629 105863085
1 715637081 803997167
1 351581924 309883771
1 65814168 770600527
1 14397804 465723364
1 709358813 511845594
1 963686131 351138043
1 93369820 248997361
1 256464275 395390396
1 306855238 207748619
1 96424224 837736439
1 500347605 943719230
1 613188654 87685825
1 13631072 109655453
1 600856552 920939848
1 636360986 643508220
1 115775688 221804034
1 72137502 234219206
1 947158086 737159838
1 592704848 206720481
1 792357331 396545648
1 243145677 680991676
1 728612038 623746050
1 982563389 586612071
1 681658541 957325489
1 72241306 624347965
1 54313999 967809796
1 952339531 567855004
1 763119183 971768797
1 309077707 53563103
1 818270891 193589649
1 508678563 228209634
1 50809936 57081424
1 551951068 659728483
1 228430856 329614534
1 593863364 350546070
1 481934492 357669138
1 643370833 553427586
2 202272834 925886415
1 216693338 980150101
1 24365241 130207488
1 85631524 980937534
1 443405739 344978861
1 20602421 313001158
1 327997946 70956573
1 431596587 437056721
1 801966851 49496185
1 803008383 20150264
1 337285649 550558310
1 40253720 879901813
1 569473751 958202025
1 227566964 49588641
1 331067949 128889466
1 585390789 40403816
1 572709032 291973548
1 811185178 8590421
1 99291121 777034084
1 856236512 272117215
1 546069387 236058609
1 644271972 666485230
1 113745446 45222248
1 638775282 418391799
1 63444958 605993703
1 690001110 436961970
1 78341413 276652680
1 312282513 875141301
1 99370252 521031645
1 599280319 406017003
1 123428781 791297843
1 65881411 314796472
1 686458435 817743939
2 315049812 495000429
1 511280118 795850157
1 48697514 60826869
1 42472488 309008521
1 793991570 152934532
1 150302978 701382374
1 254612084 477870964
1 644046617 966889617
1 593302710 665052527
1 167736301 290960974
1 52868312 85447082
1 671591142 258274962
1 503027239 883171281
1 142056921 134812939
1 45061210 867986235
1 53586632 627854509
1 144050234 631191247
1 436394167 613088842
1 762574372 405064908
1 113247818 685565884
1 16695576 429671722
1 177621946 289777092
1 581060769 73180252
1 653931780 603099692
1 107038155 191953477
1 698595428 793238825
1 402200229 293706625
1 751260832 29937642
1 452908501 351131339
1 767324342 573894337
1 846911300 309585362
1 937347371 850208583
1 5356435 624268449
1 123914971 165737163
1 98756498 381559911
1 890235741 466508916
1 220916751 96092041
1 755857639 126545246
1 97077728 645286423
1 25939935 619264360
1 716099196 980829384
1 540141447 536902438
1 614952753 819610307
1 140204238 623067307
1 917188378 547450880
1 873099501 220531934
1 53984276 514101207
1 396963998 335201735
1 725828997 93816197
1 712354756 325052067
1 985443720 751694954
1 612127433 224592232
1 926460613 767081941
1 119293606 803866900
1 120648269 96851471
1 202772291 730325626
1 5695075 20823635
1 376524978 768481184
1 678965175 787079714
1 750375522 182918001
1 565023286 173680768
1 141146384 425329600
1 59402206 378937543
1 845662289 999315377
1 747397975 885914522
1 519968286 789001737
1 7733356 918474050
1 315813499 445385956
1 429012507 103580748
1 658860626 837835828
1 686600399 56249240
1 934166788 81241277
1 55131331 26828260
1 264776194 507375974
1 809482415 662045160
1 141660955 922263318
1 8536210 172634277
1 209252780 480743321
1 541394382 327165935
1 957113914 561036568
1 784517273 979698378
1 788282307 627093984
1 624383095 47073354
1 858948318 752284070
1 645627640 621855767
1 290451779 392720022
1 114709097 622961920
2 423883893 13332552
1 167264714 954932853
1 663278912 141062407
1 14884404 54074976
1 890002594 842974581
1 123471716 158401319
1 301120358 458384574
1 270741319 978984087
1 233736380 452726875
1 962013962 957259649
1 950266649 88665582
1 468605604 824831457
1 262401222 38905794
1 190511152 22813987
1 834741816 142519308
1 778861942 65325660
1 772516916 798656028
1 881169763 772977029
1 460581085 100726738
1 694488078 687505501
1 13908805 275525268
1 16703248 204109957
1 605111009 765659718
1 973981251 228023054
1 362516190 398498791
1 172238056 790029614
1 132793577 64612915
1 985525602 980402081
1 484681282 632833503
1 531527454 997431505
1 290287611 928515740
1 801484242 173716241
1 226957259 539694941
1 742031443 677902950
1 636154176 315136197
1 681244307 437745592
1 180962283 596246229
1 325051251 85461236
1 519161938 328634205
1 931767093 758778127
2 110237211 271396494
1 139390588 625932217
1 755330900 70598883
1 125336644 999001648
1 585112367 655932556
1 261289145 675580478
1 693984455 606026906
1 962054372 636430519
1 974039081 199971864
1 770798468 981471550
1 52159502 57379294
1 512491919 687753094
1 660818966 391917856
1 958616615 840107089
1 931192609 840843774
1 749640580 70154758
1 107479423 958872390
1 934837683 826576729
1 424368643 363569792
1 898758970 42035792
1 220173343 339052020
1 667032636 745854490
1 73906824 906443002
1 204591469 240479214
1 101218162 366600310
1 954208119 760958815
1 844272102 256762585
1 400133475 64994146
1 59625340 41204809
1 937852558 105456973
1 556254286 969469411
1 137601272 410647841
2 834107497 864433041
1 453142539 989640711
1 389489989 628089067
1 353097121 798974564
1 159723091 111431687
1 368036444 628589526
1 92701566 109575687
1 386016306 20935933
1 993640179 277649381
1 286826938 392538029
1 207743373 881943636
1 621799523 929156759
1 969528063 545219983
1 321292357 979734119
1 268048622 819982195
1 838044051 808608131
1 363968108 178564500
1 103928251 610888124
1 668711856 51217619
1 296117815 925485184
1 441946702 799769188
1 338749086 376740205
1 580471314 110649724
1 515276464 597465744
1 289000086 409414466
1 625896003 59219415
1 15888122 743694226
1 165834503 539696693
1 569945234 292482218
1 365273238 639047940
1 477926280 711126758
1 104334026 633792539
1 549842015 365591642
1 205029970 374936002
1 162836618 693851026
1 867739675 539270948
1 524259023 888974498
1 392133869 114107287
1 921979051 607397052
1 906806504 798448547
1 757725918 314455694
1 290531488 377884116
2 703117004 477955365
1 166641308 214766446
1 896305977 764255381
1 151951119 277379328
1 912517475 500479098
1 516065855 625353330
1 795647499 859824402
1 65714298 653611928
2 672399523 959832547
1 472879453 995472671
1 952357612 78763793
1 558673116 820555928
1 754243255 763397122
1 938616882 712043490
1 581279635 456693820
1 181719079 430814719
1 508480526 194769069
1 456273021 709539088
1 508179218 425652807
1 609990027 808431589
1 176362620 599121480
1 661983762 995796474
1 661916535 658890863
1 911106289 50491044
1 534292396 223171465
1 55697742 956563349
1 621580196 537895164
1 576882620 925011782
1 48301941 647860977
1 176130037 985066293
1 763662630 515547938
1 265848081 135690185
1 201798004 742374615
1 783988977 336057025
1 628807766 398074853
1 765665966 618856316
1 275381671 512485212
1 520897151 575071685
1 313894650 53040449
1 737833320 194031462
1 41166759 192962757
1 843861239 793839085
1 821401626 272245266
1 569629018 272807200
1 454985415 543581516
1 623090514 152006026
1 261944846 958528950
1 49110831 210489678
2 441148960 69999854
1 540815952 342911160
1 415564579 570037787
1 724797804 942424622
1 886278892 742762252
1 598408707 582198226
1 111844089 715412698
1 942302261 375182580
1 552730578 521546102
1 442615458 947627976
1 30715135 271672174
1 864027394 216968522
1 339467469 358679982
1 38331281 781724245
1 268836139 23394885
1 916468148 327447152
1 539072934 112778692
1 108167263 634497388
1 292811 626307183
1 181110100 726101479
1 413705481 388948759
1 987605018 776429863
1 776659585 705017207
1 332471319 93008939
1 243959881 687437844
1 42961865 298538241
1 86882353 90310558
1 712164873 428655780
1 685369233 45900170
1 265273929 282873531
1 271283193 141820748
1 391345227 389798006
1 142153445 964113229
1 729566498 485486094
1 102440804 26665090
1 219912425 248770488
1 603775319 584532936
1 377475885 363484535
1 935556082 808785418
1 74826014 761357312
1 733248056 84405637
1 713251703 160633345
1 99867384 286394581
1 855630110 817737036
1 303557441 616249262
1 24706347 775230158
1 612456522 667645183
1 366356777 315713668
1 542864277 54866014
1 270136248 399490378
1 517406362 680418009
1 128426445 242195880
1 757176350 22305975
1 933184637 754098596
1 79912301 701742110
1 299541119 685918465
1 573366326 601695571
1 477566855 112721724
1 153149202 86207486
1 678938668 341576565
1 114856274 387555621
1 669923570 148679769
1 52772952 630215209
2 694814447 523316921
1 614678679 508215883
1 627521360 459307103
1 874166367 178501042
1 835578718 175945693
1 931369692 522110461
1 443130804 226135032
1 999230221 533183385
1 602911368 303515430
1 15090278 12210578
1 213834742 973345941
1 688128989 184479028
1 955818075 256706965
1 117145547 415682708
1 103850291 93592982
1 107045271 104530667
1 875775643 101293941
1 203174766 259293432
1 128138620 492666977
1 957262645 913274838
1 645307482 890432624
1 828529937 611662589
1 408341457 784615634
1 391001595 263847345
1 362381193 277087859
1 202261863 96001887
1 343345419 317897644
1 35135212 545462315
1 232048417 420145
1 187186814 132723690
1 939460678 8820980
1 41073424 771765059
1 83502459 557480431
1 775623245 467120003
1 290372907 214601965
1 41061700 220214722
1 963022399 80696201
1 166277177 744289092
1 934379328 358433763
1 817873139 98506373
1 522046635 212591381
1 75250269 10886647
1 617072196 726845387
1 441412329 53991696
1 579687948 829519244
1 548588398 770887193
1 898250209 81224253
1 252414471 842789850
1 893387150 745148804
1 107426621 278450598
1 649400477 754901463
1 830142455 795965204
1 801192002 911510924
1 742239966 887581717
1 826421388 533017898
1 737960837 189726034
1 18686109 524821501
1 883724976 768768980
1 477338383 774781536
1 466239925 719570150
1 29042095 70176305
1 18119700 181077182
1 314915158 379354298
2 912014391 635080898
1 627925774 606820838
1 89219936 14352255
1 884560134 565862535
1 530396233 164869334
1 131717257 509276920
1 308170207 479091063
1 602405721 40535820
1 221984356 711976453
2 798811668 352921610
1 77314921 790227968
1 392463363 209462004
1 823989464 461860523
1 344466410 624019136
1 950880752 672476468
1 384504183 583509858
1 174060030 554196996
1 106143995 550696955
1 161880986 664929531
1 672487946 91452839
1 654207987 157364869
1 717340759 165920833
1 122828808 444969867
1 512615303 968489404
1 398185522 745024202
1 383425053 419419702
1 942927065 138845173
1 41774335 460052932
1 530911017 226909434
1 122788311 118841857
1 633376556 83338513
1 432716276 75800568
1 732395327 139479932
1 68658742 748758355
1 869203396 163204609
1 606943910 358972120
1 438520374 841027892
1 461125752 665010419
1 304424978 957536670
1 677054009 523862388
1 737136359 10604748
1 513037941 481831682
1 519519587 690168585
1 250823562 81207473
1 814145180 719725223
1 101862283 454923722
1 355916758 150994811
1 295365722 22476368
1 572412955 610774703
1 44577456 534488767
1 426378893 144608259
1 766147669 124904049
1 28111871 822792135
1 158553336 571690803
1 564249826 852019008
1 649814327 120543825
1 246567429 562824140
1 357952650 801471881
1 350443347 146667886
1 678763871 551247033
2 947690912 102431832
1 939317064 742584129
1 108927454 526125643
1 785165366 134779194
1 757656255 498134722
1 443876209 662233563
1 238774701 586947111
1 892207375 244023202
1 529769314 365659936
1 416637011 621554657
1 7962929 127435098
1 981542492 608265368
1 237960625 789673661
1 552322467 104875466
1 778382392 595463398
1 629500216 505685190
1 143584457 245328149
1 190518567 147437892
1 434158970 907859931
1 882001094 860255264
1 735686022 257110906
1 895638641 78736042
1 210796831 661804714
1 870690734 745595680
1 280544438 29259232
1 417441750 907396079
1 432592840 355716785
1 531425876 290210059
1 553530608 289769852
1 864689953 822200822
1 149705059 35070907
1 148806440 111850550
1 506653900 559436945
1 753487899 160052134
1 490254125 599303914
1 586482769 65958853
1 357381990 800323849
1 923469685 683657504
1 143460648 666459002
1 331460341 281370869
1 623885434 272819515
1 214168710 143895176
1 684355497 40424747
1 732218496 107943540
1 679924650 526085441
1 916177568 738636386
1 980330502 920207330
1 763789878 152216358
1 108508801 493802104
1 160933404 918788033
1 667299166 930456906
1 118710537 948665874
1 616762356 814331801
1 971778708 864588499
1 52234889 176924956
1 122561109 240720068
1 965420201 578365122
1 64851299 181573264
1 450971885 807659510
1 420259139 14612768
1 696934639 4666935
1 967385913 256348354
1 29291881 327867382
1 806888632 18007219
2 627512568 104518537
2 687422238 43533206
1 348664427 313130504
1 924821525 781712267
1 214531289 795309488
1 20339762 986437217
1 738273654 797768990
1 845695614 559408652
1 922849240 993256624
1 122435527 277547041
1 47216545 147006072
1 498216201 273929132
1 589320328 512172732
1 675432272 391637462
1 85517163 413377276
1 496481284 32466524
1 622761098 703457186
1 643935620 455868107
1 337793153 135738381
1 865166147 235658792
1 550121916 981941877
1 257843459 745994345
1 233238343 879175026
1 667331988 689117682
1 726130277 714978216
1 221592293 565024553
1 36246584 896938696
1 369057500 816629964
1 420892783 133870663
1 950514737 963313304
1 637900349 952799819
1 577260471 478597529
1 806261701 218596137
1 767984269 134890613
1 39646990 627030360
1 402335298 416327661
1 440441696 920432041
1 737829891 929378837
1 523026485 648544802
1 954197106 575863324
1 957928487 12158028
1 546467856 845181220
1 863522548 528977810
1 223802253 200600274
1 43761538 853740470
1 462296143 215440555
1 174023817 93048752
1 674083307 341902824
1 798925113 466613147
1 897794900 18780478
1 459338912 698361597
1 704048120 94836448
1 607264044 89991895
1 759029757 753241297
1 619841099 226179296
1 686375476 777957095
1 481225334 323752514
1 590245367 819896254
1 935299077 784269677
1 332160167 98906794
1 432555327 725235794
1 483211642 702397787
1 948760530 752148735
1 54240955 533137866
1 436683209 28566795
1 61502344 730261401
1 974677906 406306826
1 428445127 364581098
1 493334825 44042708
1 846442132 221234796
1 866830823 89559491
1 66298744 531956193
1 34959430 300104379
1 792216833 389700831
1 745807824 77534076
1 320182585 862170360
1 644596450 825019682
1 618528174 782168938
2 433739242 295942376
1 503323353 210486916
1 88522247 380216536
1 345522690 404069342
1 80494769 753863551
1 129478231 739694006
1 970658183 566299069
1 229695976 472154973
1 45226101 491825625
1 16743004 79310471
1 1310298 133299172
2 143595090 424036980
1 945124778 923090634
1 848683930 244428136
1 793274072 978847528
1 637512086 662693097
1 730769269 580126890
1 46495881 358181615
1 146355500 721091263
1 991895048 657498653
1 122556651 165794462
1 63801510 156112226
1 954523842 772347982
1 799474267 106309837
1 221562374 62175920
1 131520226 138239128
1 283382029 830516004
1 701856174 116527094
1 51930482 710228870
1 671572496 737870218
1 885699330 739481953
1 315494921 178991382
1 348909172 131592425
1 118614553 482946433
1 571137846 654854210
1 729372412 725471408
1 793341704 115538552
1 850436581 429441013
1 121672397 129501591
1 273790096 680171598
1 507295317 395292807
1 384804280 125251421
1 357472292 525050985
1 799845314 900045825
1 410507650 684599386
1 304461495 778299311
1 54667413 819693022
1 458345913 395918002
1 577977332 996483543
1 359243280 225275243
1 710388742 641993121
2 606952608 505159406
1 986327244 568697293
1 402422073 81776508
1 273929109 869079442
1 427096033 105656935
1 757111430 724174113
1 424612434 373019257
1 1261177 869249016
1 114739977 141962080
1 622202682 262599131
1 6923060 391752482
1 108561680 821012966
1 255205371 504805916
1 665139957 369595
1 522155250 38083686
1 230019874 473457718
1 10803875 192100777
1 967076020 490427644
1 458550271 328574192
1 980558274 453404040
1 195666652 564935185
1 765911601 452276467
1 518728885 640247022
1 606224623 154817393
1 255155982 674724993
1 395423306 565100124
1 145801100 993225051
1 723537677 445328025
1 180752828 16398269
1 72234157 711216144
1 16772550 368868671
1 519294900 415842892
1 491210170 842188122
1 649969764 585489837
1 299107827 993514409
1 128996516 671918098
1 911141262 992787324
1 801092784 36932576
1 767659661 121654898
1 43752178 696426950
1 609448094 290098246
1 337994247 368041592
1 213751653 931374187
1 363192427 819574393
1 36860080 32074224
1 341178056 191228280
1 267980869 681257524
1 852956247 975278182
1 59559537 289758857
1 310680760 78787463
1 631223835 202757243
1 896344038 256462961
1 354175499 595920787
1 495026969 566619505
1 872899973 369053554
1 735944374 658770745
1 790769507 479791444
1 673828421 353001116
1 330445106 398185400
1 689858978 988611671
1 150749655 411726703
2 786917554 164526783
1 270863584 886408295
1 415667277 148599426
1 58471205 763989265
1 178720659 575977307
1 271879300 777677931
1 160331338 744304428
1 660245510 698282521
1 668670643 565572150
1 388079827 342795028
1 960139283 661784401
1 27262581 581160634
1 63877182 634952952
1 892049066 878291133
1 265733250 560230637
1 113517571 362810770
1 430181808 635691254
1 366405023 126584190
2 401934850 128449066
1 65918252 933983159
1 88032642 95864958
1 765424862 861588682
1 422991539 840902981
1 659065287 189627383
1 140736965 779653986
1 101547558 46265097
1 440478941 546408756
1 707521255 692779346
1 812710840 28071538
1 654186494 943615665
1 233749050 665671565
1 930002494 165933792
1 259962464 207394450
1 793140285 877773066
1 274070865 749583818
1 961277423 670171980
1 985834487 876864982
1 806688322 946364343
1 978781623 658001741
1 300285338 102083894
1 642755587 743384877
2 294558843 493646544
1 429031042 267614846
1 969487446 10053711
1 416403746 996037096
1 416370216 77993317
1 876449937 903756386
1 74521062 492522833
1 134917909 970048978
1 214372927 635708070
1 236365043 535509329
1 431708257 166410764
1 760452195 37836646
1 25616179 34391053
1 400936580 884899421
1 526162329 665583735
1 700009451 143424691
1 637291621 104821489
1 745760819 80499619
1 249022385 21080339
1 970019672 572262927
1 711717234 140616626
1 221966238 407467227
1 675916484 732832536
1 857116474 29253020
1 482781725 712212287
1 136434264 685623699
2 17528240 391870041
1 929241663 263549057
1 361128337 695173537
1 929090630 872621073
1 781415862 39386160
1 794252944 250880056
1 407619015 172929753
1 766502002 992232908
2 395884322 723461448
1 453357406 98921664
1 54047261 134216593
1 132422547 832689137
1 626682824 398418080
1 306259733 936514319
1 491408361 25700612
1 24514869 290500215
1 888455214 605962685
1 913454552 70063061
1 159944009 676916866
1 974120689 778578942
1 147516578 114997808
1 963787977 62863765
2 908649693 712155012
1 508344287 52483843
1 642050695 633683268
1 979366867 904263061
1 186133692 612771412
1 676481140 840092762
1 607527617 224896012
1 106035007 304892795
1 39200291 709294855
1 97780887 371356432
1 763479991 386396490
1 683733041 109203568
1 8387031 812866471
1 398186200 549397926
1 299894302 179414205
1 475674736 376648749
1 752372180 735515724
1 29674459 315404887
1 748809360 984742100
1 557906241 609568263
1 387530784 59468984
1 943072898 442376757
1 304356273 9833157
1 551008236 638915166
1 911110409 119735884
1 736000045 446949595
1 295888788 578217111
1 127378650 397731647
1 567117840 17111494
1 463322394 283771936
1 714860460 281724833
1 854318150 449483208
1 121315970 434000296
1 124547318 56174957
1 580512994 456660415
1 139171152 439860081
1 316139535 482622067
1 434356450 931938997
1 751062735 202510079
1 864784302 53419396
1 723594925 260011514
1 952013653 740295821
1 19618468 162593685
1 791243918 10766180
1 697121275 639469471
1 718890126 436328238
1 18103229 111270507
1 808202671 628224222
1 331099350 449624651
1 494671359 32333176
1 283872990 137657874
1 572198462 507779568
1 513275385 177585696
1 412410141 93005849
1 421284800 73028019
1 504451127 44653133
1 748360739 34703541
1 666166968 435979365
1 55119682 624022095
1 583967377 739438449
1 106243395 73829108
1 524861957 285068001
1 691347791 595793067
1 788941453 174963993
1 690247149 70150727
1 308636450 872786223
1 941487948 928430940
1 625520516 190860347
1 68254411 395618179
1 461466791 308907020
1 635361082 225012290
1 160620881 168202688
1 158041489 559012862
1 882746833 508988755
1 355645174 881449817
1 617140960 89583357
1 976870609 544822726
1 969237866 317351367
1 48439588 227853303
1 68877054 915939423
1 663329012 776071685
1 61431538 687708606
1 136207215 17094803
1 235582983 276328791
1 79655940 333545008
1 285300508 507632783
1 998107196 192876455
1 899282785 255859909
1 83130179 97526481
1 895066298 49301829
1 462949294 248509755
1 391282478 482659210
1 114877979 166394400
1 720285903 479853582
1 737003852 931043246
1 525003511 871187501
1 177551094 246451175
1 262614365 473716548
1 158703947 162547655
1 14084222 490317984
1 219422095 597728766
1 694760141 758079626
1 823785339 533120364
1 62230605 878220724
1 152017759 249914161
1 69304804 308177663
1 313854911 739652145
1 319220176 719347826
1 13556287 793206183
1 139902589 434177014
1 488189102 606705774
1 522166345 77073704
1 177167008 26547292
1 767088152 106237723
1 523884266 239905962
1 296733285 532271239
1 317371368 504181406
1 79089912 557730647
1 780700482 900896382
1 932997819 116237186
1 358838088 650642818
1 631624147 695371508
1 214958882 746435520
1 627696861 261468763
1 925682917 226742082
1 29922721 985955605
2 357689716 677307437
1 642233243 761305279
1 76696907 347706327
1 687475500 938707640
1 457479038 651713984
1 215815828 116741413
1 538434008 111767645
1 205306090 720717548
1 607850592 565190965
1 890350342 452145698
1 71657287 753180289
1 926117282 291685118
1 549752477 215231545
1 97584462 217525104
1 98295059 630132070
1 558804264 670255295
1 297880966 701014405
1 623194897 758887460
1 14308621 552781839
1 226080175 623908260
1 434127640 26791552
1 54420101 603582463
1 311437693 915658512
1 779413823 105360108
1 827889975 593239490
1 67183904 376454784
1 338469453 764894246
1 606180695 416519497
1 759960462 570236125
1 599867383 328361994
1 861226036 586206272
1 890199156 58646243
1 187103048 724868528
1 863398978 392599045
1 321232699 184083535
1 59002388 663173849
1 848291178 85896213
1 863788778 501516704
1 223718954 948077628
1 683556538 644706363
1 287787448 710465492
1 793981335 128398534
1 965331721 91281762
1 153096091 400592331
1 358318656 717505204
1 106751387 814694642
1 781544265 404476803
1 354346463 528850510
1 738273568 3345010
1 465395725 770507701
1 582300483 434216980
1 572458357 580867539
1 610367154 58859206
1 119046752 511485507
1 861639623 94912040
1 46384331 630844412
1 632350686 814389177
1 65097776 29144909
1 18597426 181809967
1 139002940 907688291
1 568561053 650872268
1 373557090 72290027
1 165487161 144370640
1 721379006 317261458
1 962923152 412651872
1 108137970 496675006
1 843400101 278922238
1 537862604 98115205
1 412487730 604065594
1 275195462 677837843
1 570070441 42331198
1 946402286 919331120
1 513562090 701269337
1 34238114 707343180
1 763115841 915599803
1 956226063 316805271
1 330229471 861953827
1 60738587 778699384
1 288073698 19480526
1 263231327 105578647
1 813967360 671566708
1 82490303 80548784
1 367894321 594433334
1 46397251 847990852
1 388448185 298358415
1 110978300 634956013
1 112876514 680489075
1 984823370 62890739
1 124036663 63530960
1 215131070 492915589
1 991090003 366514289
1 88243212 339947654
1 363189596 771993776
1 929507997 90352232
1 612928164 797576267
1 78734037 433033307
1 848472222 981219074
1 455662684 189023364
1 753996195 113048418
1 839972796 658265572
1 755218769 333496813
2 596960450 70684366
1 343472879 312634217
1 863397222 570107375
1 239673414 659230973
1 444644193 39343838
1 533121943 671699295
1 513525786 884086587
1 388739445 898597941
1 265175814 574316951
1 225855456 142023321
1 708150106 317438446
1 432954521 992038411
1 721557253 372596562
1 364141969 598657611
1 12910733 94841184
1 220284063 845417991
1 272554195 28714892
2 124457101 894402907
1 205295183 537403599
1 923722955 645399100
1 486955674 203834201
1 34675396 259785744
1 336911882 711107282
1 322004469 270320043
1 174642607 401128978
1 130110676 424757464
1 977162621 364722538
1 166748114 69392663
1 868408308 39567544
1 779930951 59312169
1 117193304 218334607
1 908500910 566064200
1 750265496 481194666
1 68568380 377527868
1 851756836 144130328
1 487422988 261024589
1 189062402 443476501
1 382631967 329430251
1 518602341 306400592
1 338092776 83556270
1 21411748 675953096
1 292842279 915147876
1 237214319 924389179
1 284119859 346322932
1 292146088 744662552
1 314159157 558147373
1 97721304 724450020
1 846621353 85918496
1 452603569 521106509
1 247402282 354791560
1 423977045 431454569
1 482887068 335228441
1 707224044 785499941
1 773236481 7483101
1 189688579 23193683
1 101031033 516490501
1 518965267 318152002
1 674106192 372025950
1 277452460 749476161
1 346768161 654842547
1 460457823 531051020
1 514273572 567224007
1 563679766 215460245
1 436478061 82633075
1 960584638 556931298
1 186020585 859265710
1 137081537 826922775
1 1187115 62962491
1 722548197 640501772
1 838932886 714872447
1 344408687 801352322
1 219980878 399260059
1 425064960 536172798
1 117293218 104610627
1 671133701 952977241
1 234982027 913479534
1 894234147 302746923
1 635814971 56568703
1 459376677 540099374
1 71873507 92222535
1 889105423 3628535
2 312684396 187137941
1 104475103 857390031
1 544904083 332652173
1 430794084 188795751
1 375536738 984495611
1 231058514 750011022
1 968975348 993157213
1 471625360 245284443
1 210772376 250789529
1 165984785 125024042
1 38817363 154348409
1 1678749 90425610
1 877035606 802655612
1 810714067 680562432
1 144507196 514395571
1 681795958 764904292
1 526634462 10788478
1 145792498 848651237
1 331315231 782969324
1 135098385 708341816
1 558973579 220965206
1 974612016 446377243
1 783468346 530251465
2 19198014 538474248
1 189651735 403956575
1 126473901 431022155
1 952923695 648481117
1 681028296 747710940
1 468253839 562189465
1 904079723 66596867
1 250790295 315067582
1 829431994 740149059
1 558930065 844130477
1 822818188 103577614
1 529798496 856121810
1 576650947 178767318
1 292798103 965660422
1 323073350 55133834
1 544854076 285163102
1 804509781 631826333
1 23477495 242245995
1 792078961 219969774
1 138836687 53936345
1 735508684 571558434
1 743240026 870226030
1 674255905 95273763
1 728917615 671632817
1 720932132 603606150
1 891100351 965623657
1 44013593 2082983
1 257109754 506537714
1 96624836 268960098
1 144298414 507385213
1 713123985 161560566
1 387197705 549356103
1 792581169 863623620
1 638517800 385859119
1 410807210 276853365
1 584314572 132293873
1 943417356 143736491
1 525631763 692800630
1 369146120 951561235
1 289222295 203618904
1 857838000 625543689
1 818498174 866051383
1 33619030 39816627
1 408167310 5210652
1 679396653 241974450
1 178939966 966902762
1 423777988 26365795
1 766514549 55626690
1 641376693 43149889
1 56608881 676164502
1 337523761 257539400
1 384151303 95106639
1 160968576 716945259
1 571433384 326994082
1 913435116 890885856
1 277965023 981209336
1 638239729 7287116
1 566396491 778300733
1 155029502 683176303
1 736123594 168932569
1 320206493 909487047
1 89289345 387930740
1 57295763 690193463
1 411022364 390957927
1 92975043 849409841
1 529391732 255068781
1 902544232 383908463
1 463059361 157943599
1 425566654 23704199
1 945975492 981633881
1 323490530 269722084
1 735996954 394999158
1 206312537 101698032
1 403282270 506721958
1 200216547 725609158
1 502691461 327696307
1 178174398 777881846
1 294351339 153610463
1 156780027 832457498
1 21720156 125925549
1 14699733 890771704
1 470337363 865733912
1 943495307 99353879
1 353494552 36146440
2 114207807 787715478
1 729633089 604681031
1 58785848 964248294
1 747152917 855170588
1 661673767 873656381
1 208455317 962684562
1 72435079 379102060
1 280080942 829216548
1 322058882 977817912
1 61749017 374105796
1 172968665 538978264
1 818853724 44824223
1 319236414 992259892
1 981092971 850121931
1 978688593 241930178
1 379476366 625830350
1 130010817 539405829
1 413454318 462619512
1 773847779 898655421
1 818633367 990756487
1 67946128 656756739
1 17227959 225971724
1 934934900 105997779
1 161604824 318442091
1 648163963 654668557
2 210076719 296300565
1 30811845 897077144
1 985082699 333487370
1 357873717 829350019
1 513074946 103774717
1 895217185 437775991
1 506435928 983927413
1 594751156 239280685
1 107979121 181404932
1 102821927 196769832
1 19157972 658466932
1 719482967 662788690
1 620422384 405901703
1 771656647 579521896
2 816846988 31855692
1 184943767 734033338
1 818986039 121158781
